X1,lastName,firstName,Date,Period,School,Sport,proportion_male,proportion_female,gender
6428,Sylvan-Van Norden,Millicent,2018-2019,Jun 2014 -  ,University of New Orleans ,Women's Beach Volleyball ,0,1,female
6429,Sythe,Andy,2018-2019,Aug 2003 -  ,Long Beach State University ,Women's Cross Country ,0.9881,0.0119,male
6430,Sythe,Andy,2018-2019,Aug 2003 -  ,Long Beach State University ,Men's Cross Country ,0.9881,0.0119,male
6431,Sythe,Andy,2018-2019,Jul 2003 -  ,Long Beach State University ,"Women's Track, Outdoor ",0.9881,0.0119,male
6432,Sythe,Andy,2018-2019,Jul 2003 -  ,Long Beach State University ,"Women's Track, Indoor ",0.9881,0.0119,male
6433,Sythe,Andy,2018-2019,Aug 2003 -  ,Long Beach State University ,"Men's Track, Indoor ",0.9881,0.0119,male
6434,Sythe,Andy,2018-2019,Aug 2003 -  ,Long Beach State University ,"Men's Track, Outdoor ",0.9881,0.0119,male
6435,Szefc,John,2018-2019,Jul 2017 -  ,Virginia Polytechnic Institute and State University ,Baseball ,0.9961,0.0039,male
6436,Szumilo,Angelika,2018-2019,Jun 2019 -  ,"Fairleigh Dickinson University, Metropolitan Campus ",Women's Basketball ,0,1,female
6437,Tadlock,Tim,2018-2019,Jul 2012 -  ,Texas Tech University ,Baseball ,0.9975,0.0025,male
6438,Taggart,Willie,2018-2019,Feb 2018 - Dec 2019 ,Florida State University ,Football ,0.839,0.161,male
6439,Taglianetti,Candace,2018-2019,Sep 2008 - Sep 2018 ,La Salle University ,Women's Lacrosse ,0.0018,0.9982,female
6440,Tagliente,Carla,2018-2019,Aug 2016 -  ,Princeton University ,Field Hockey ,0.0028,0.9972,female
6441,Takaishi,Kathleen,2018-2019,Sep 2013 -  ,"University of Nevada, Reno ",Women's Golf ,0.0023,0.9977,female
6442,Talley,Corbin,2018-2019,Aug 2017 -  ,Weber State University ,Men's Cross Country ,0.9808,0.0192,male
6443,Talley,Corbin,2018-2019,Aug 2017 -  ,Weber State University ,"Men's Track, Indoor ",0.9808,0.0192,male
6444,Talley,Corbin,2018-2019,Aug 2017 -  ,Weber State University ,"Men's Track, Outdoor ",0.9808,0.0192,male
6445,Tamas,Chris,2018-2019,Mar 2017 -  ,University of Illinois Urbana-Champaign ,Women's Volleyball ,0.8507,0.1493,male
6446,Tambroni,Jeff,2018-2019,Jul 2010 -  ,Pennsylvania State University ,Men's Lacrosse ,0.9977,0.0023,male
6447,Tamer,Remy,2018-2019,Sep 2016 -  ,High Point University ,Women's Cross Country ,0.5583,0.4417,male
6448,Tanasoui,Silviu,2018-2019,Nov 2011 -  ,Cornell University ,Men's Tennis ,NA,NA,male
6449,Tanelli,Zach,2018-2019,Aug 2016 -  ,Columbia University-Barnard College ,Men's Wrestling ,1,0,male
6450,Tank,Andrew,2018-2019,Aug 2010 -  ,Iowa State University ,Men's Golf ,0.996,0.004,male
6451,Tanner,John,2018-2019,Sep 1997 -  ,Stanford University ,Women's Water Polo ,0.9961,0.0039,male
6452,Tanoue,Ryan,2018-2019,May 2012 -  ,The Ohio State University ,Mixed Rifle ,0.9768,0.0232,male
6453,Tarr,Derek,2018-2019,May 1991 -  ,University of Alabama at Birmingham ,Men's Tennis ,0.9956,0.0044,male
6454,Tarr,Heather,2018-2019,Aug 2004 -  ,University of Washington ,Softball ,0.0027,0.9973,female
6455,Tartamella,Joseph,2018-2019,May 2012 -  ,St. John's University (New York) ,Women's Basketball ,0.9958,0.0042,male
6456,Tate,"Jr., Fermon",2018-2019,Nov 2018 - May 2020 ,Alcorn State University ,"Women's Track, Indoor ",NA,NA,male
6457,Tate,"Jr., Fermon",2018-2019,Nov 2018 - May 2020 ,Alcorn State University ,Men's Cross Country ,NA,NA,male
6458,Tate,"Jr., Fermon",2018-2019,Nov 2018 - May 2020 ,Alcorn State University ,Women's Cross Country ,NA,NA,male
6459,Tate,"Jr., Fermon",2018-2019,Nov 2018 - May 2020 ,Alcorn State University ,"Men's Track, Outdoor ",NA,NA,male
6460,Tate,"Jr., Fermon",2018-2019,Nov 2018 - May 2020 ,Alcorn State University ,"Men's Track, Indoor ",NA,NA,male
6461,Tate,"Jr., Fermon",2018-2019,Nov 2018 - May 2020 ,Alcorn State University ,"Women's Track, Outdoor ",NA,NA,male
6462,Tate,Philip,2018-2019,Aug 2015 -  ,The University of Texas Rio Grande Valley ,Men's Golf ,0.9967,0.0033,male
6463,Taurence,Eric,2018-2019,Aug 2019 -  ,University of Detroit Mercy ,Men's Golf ,0.9947,0.0053,male
6464,Taylor,Bill,2018-2019,Aug 2007 - Jul 2019 ,Lipscomb University ,Men's Cross Country ,0.9971,0.0029,male
6465,Taylor,Bill,2018-2019,Aug 2007 - Jul 2019 ,Lipscomb University ,"Women's Track, Indoor ",0.9971,0.0029,male
6466,Taylor,Bill,2018-2019,Aug 2007 - Jul 2019 ,Lipscomb University ,"Women's Track, Outdoor ",0.9971,0.0029,male
6467,Taylor,Bill,2018-2019,Aug 2007 - Jul 2019 ,Lipscomb University ,Women's Cross Country ,0.9971,0.0029,male
6468,Taylor,Bill,2018-2019,Aug 2007 - Jul 2019 ,Lipscomb University ,"Men's Track, Indoor ",0.9971,0.0029,male
6469,Taylor,Bill,2018-2019,Aug 2007 - Jul 2019 ,Lipscomb University ,"Men's Track, Outdoor ",0.9971,0.0029,male
6470,Taylor,Carl,2018-2019,Aug 2015 -  ,Drexel University ,Softball ,0.9937,0.0063,male
6471,Taylor,Dedrique,2018-2019,Jun 2013 -  ,"California State University, Fullerton ",Men's Basketball ,NA,NA,male
6472,Taylor,Dennis,2018-2019,Aug 1986 - Jun 2020 ,University of Tennessee at Martin ,Women's Tennis ,0.9956,0.0044,male
6473,Taylor,Gary,2018-2019,Jun 2018 -  ,Auburn University ,Men's Swimming and Diving ,0.9962,0.0038,male
6474,Taylor,Gary,2018-2019,Jun 2018 -  ,Auburn University ,Women's Swimming and Diving ,0.9962,0.0038,male
6475,Taylor,Joni,2018-2019,May 2015 -  ,University of Georgia ,Women's Basketball ,0.0158,0.9842,female
6476,Taylor,Josh,2018-2019,Jul 2016 -  ,"University of Nevada, Reno ",Softball ,1,0,male
6477,Taylor,Kathy,2018-2019,Jul 2019 -  ,Colgate University ,Women's Lacrosse ,0.0021,0.9979,female
6478,Taylor,Lori,2018-2019,Jul 2001 -  ,University of Richmond ,"Women's Track, Outdoor ",0.0024,0.9976,female
6479,Taylor,Lori,2018-2019,Jul 2001 -  ,University of Richmond ,"Women's Track, Indoor ",0.0024,0.9976,female
6480,Taylor,Lori,2018-2019,Aug 2001 -  ,University of Richmond ,Women's Cross Country ,0.0024,0.9976,female
6481,Taylor,Rucker,2018-2019,Aug 2018 -  ,Davidson College ,Baseball ,1,0,male
6482,Taylor,Steve,2018-2019,Aug 2001 -  ,University of Richmond ,Men's Cross Country ,0.9961,0.0039,male
6483,Taylor,Troy,2018-2019,Feb 2019 -  ,"California State University, Sacramento ",Football ,0.9878,0.0122,male
6484,Taylor,Venus,2018-2019,Nov 2018 - Mar 2021 ,Charleston Southern University ,Softball ,0.006,0.994,female
6485,Teaberry,Connie,2018-2019,Sep 2004 -  ,Northern Illinois University ,"Women's Track, Outdoor ",0.0176,0.9824,female
6486,Teaberry,Connie,2018-2019,Sep 2004 -  ,Northern Illinois University ,"Women's Track, Indoor ",0.0176,0.9824,female
6487,Teague,Jennifer,2018-2019,Sep 2014 -  ,Columbia University-Barnard College ,Softball ,0.0031,0.9969,female
6488,Teclaw,Steve,2018-2019,Aug 2012 - Sep 2018 ,University of Wisconsin-Green Bay ,Women's Skiing ,0.9961,0.0039,male
6489,Teclaw,Steve,2018-2019,Aug 2012 - Sep 2018 ,University of Wisconsin-Green Bay ,Men's Skiing ,0.9961,0.0039,male
6490,Tedford,Jeff,2018-2019,Dec 2016 - Feb 2020 ,"California State University, Fresno ",Football ,0.9977,0.0023,male
6491,Teepe,Eric,2018-2019,Mar 2014 -  ,"Fairleigh Dickinson University, Metropolitan Campus ",Women's Soccer ,0.9947,0.0053,male
6492,Teeter,Scott,2018-2019,Jan 2018 -  ,University of Louisville ,Women's Lacrosse ,0.9964,0.0036,male
6493,Teevens,Buddy,2018-2019,Jan 2005 -  ,Dartmouth College ,Football ,0.9981,0.0019,male
6494,Teitelbaum,Andrew,2018-2019,Sep 1995 - Aug 2020 ,The Ohio State University ,Women's Rowing ,0.996,0.004,male
6495,Temple,Anna,2018-2019,Sep 2012 -  ,"University of California, Davis ",Women's Golf ,0.0029,0.9971,female
6496,Tendler,Mary,2018-2019,May 2003 -  ,Elon University ,Women's Volleyball ,0.0036,0.9964,female
6497,Tenyer,Robert,2018-2019,Feb 2013 -  ,Morehead State University ,Football ,0.9959,0.0041,male
6498,Terrell-Kearney,Kimberly,2018-2019,Oct 2016 -  ,North Carolina A&T State University ,Women's Bowling ,0.0049,0.9951,female
6499,Terrill,Eric,2018-2019,Aug 2003 - May 2020 ,Charleston Southern University ,Women's Soccer ,0.9947,0.0053,male
6500,Terry,Darius,2018-2019,Jul 2018 - Dec 2019 ,"University of California, Santa Barbara ","Women's Track, Indoor ",0.9939,0.0061,male
6501,Terry,Darius,2018-2019,Jul 2018 - Dec 2019 ,"University of California, Santa Barbara ","Women's Track, Outdoor ",0.9939,0.0061,male
6502,Terry,Darius,2018-2019,Jul 2018 - Dec 2019 ,"University of California, Santa Barbara ","Men's Track, Outdoor ",0.9939,0.0061,male
6503,Terry,Matt,2018-2019,Sep 2017 -  ,Louisiana Tech University ,Men's Golf ,0.9997,0.0003,male
6504,Terry,Rodney,2018-2019,Apr 2018 -  ,University of Texas at El Paso ,Men's Basketball ,0.995,0.005,male
6505,Terry,Stacie,2018-2019,Jun 2013 -  ,San Diego State University ,Women's Basketball ,0.0047,0.9953,female
6506,Thees,Windy,2018-2019,Aug 2018 -  ,Winthrop University ,Softball ,0.0023,0.9977,female
6507,Theis,Ryan,2018-2019,Mar 2014 -  ,Marquette University ,Women's Volleyball ,0.9768,0.0232,male
6508,Thibodeau,Simon,2018-2019,Aug 2012 -  ,"University of California, Santa Barbara ",Women's Tennis ,0.9966,0.0034,male
6509,Thibodeaux,Seth,2018-2019,Aug 2010 -  ,Nicholls State University ,Baseball ,0.9966,0.0034,male
6510,Thomas,Brian,2018-2019,Aug 2018 -  ,George Washington University ,Women's Swimming and Diving ,0.9958,0.0042,male
6511,Thomas,Brian,2018-2019,Aug 2018 -  ,George Washington University ,Men's Swimming and Diving ,0.9958,0.0042,male
6512,Thomas,Cedric,2018-2019,Aug 2018 - Mar 2020 ,"University of Arkansas, Pine Bluff ",Football ,0.9923,0.0077,male
6513,Thomas,Charles,2018-2019,Sep 2013 - May 2019 ,Bethune-Cookman University ,Women's Bowling ,0.9949,0.0051,male
6514,Thomas,Darin,2018-2019,Jul 2008 -  ,University of Texas at Arlington ,Baseball ,0.9884,0.0116,male
6515,Thomas,Gina,2018-2019,Jul 2012 -  ,University of Cincinnati ,Women's Lacrosse ,0.0025,0.9975,female
6516,Thomas,Jeff,2018-2019,Aug 2004 -  ,Liberty University ,Men's Golf ,0.9977,0.0023,male
6517,Thomas,Jim,2018-2019,Mar 2013 -  ,Boise State University ,Women's Soccer ,0.9966,0.0034,male
6518,Thomas,Kurt,2018-2019,Aug 2009 -  ,University of Alabama at Birmingham ,"Women's Track, Indoor ",0.9975,0.0025,male
6519,Thomas,Kurt,2018-2019,Aug 2009 -  ,University of Alabama at Birmingham ,"Women's Track, Outdoor ",0.9975,0.0025,male
6520,Thomas,Michael,2018-2019,Feb 2018 -  ,University of South Dakota ,Women's Soccer ,0.9947,0.0053,male
6521,Thomas,Paul,2018-2019,Sep 2006 -  ,Saint Mary's College of California ,Women's Basketball ,0.996,0.004,male
6522,Thomas,Randy,2018-2019,Nov 1993 -  ,Boston College ,"Women's Track, Outdoor ",0.9841,0.0159,male
6523,Thomas,Randy,2018-2019,Nov 1993 -  ,Boston College ,"Women's Track, Indoor ",0.9841,0.0159,male
6524,Thomas,Randy,2018-2019,Sep 1987 -  ,Boston College ,Women's Cross Country ,0.9841,0.0159,male
6525,Thomas,Tyson,2018-2019,Jul 2014 - Sep 2019 ,University of Nebraska Omaha ,Men's Tennis ,0.9914,0.0086,male
6526,Thomason,Meghan,2018-2019,Aug 2014 -  ,"California State University, Bakersfield ",Women's Golf ,0.0023,0.9977,female
6527,Thompson,Brent,2018-2019,Feb 2016 -  ,The Citadel ,Football ,0.9956,0.0044,male
6528,Thompson,Brock,2018-2019,Feb 2017 -  ,South Dakota State University ,Women's Soccer ,0.9979,0.0021,male
6529,Thompson,Butch,2018-2019,Nov 2015 -  ,Auburn University ,Baseball ,1,0,male
6530,Thompson,Catrina,2018-2019,Sep 2017 -  ,"University of Minnesota, Twin Cities ",Women's Tennis ,0,1,female
6531,Thompson,Christian,2018-2019,Jul 2013 -  ,University of Denver ,Women's Tennis ,0.9491,0.0509,male
6532,Thompson,Edwin,2018-2019,Aug 2015 - Oct 2020 ,Eastern Kentucky University ,Baseball ,0.9949,0.0051,male
6533,Thompson,Fred,2018-2019,Nov 2016 - Jan 2020 ,Southern Utah University ,Women's Soccer ,0.9952,0.0048,male
6534,Thompson,Jim,2018-2019,Sep 1998 -  ,Virginia Polytechnic Institute and State University ,Men's Tennis ,0.9966,0.0034,male
6535,Thompson,Kari L.,2018-2019,Jul 2017 - Feb 2019 ,Southern Illinois University at Carbondale ,Women's Volleyball ,NA,NA,female
6536,Thompson,Mike,2018-2019,Sep 1994 -  ,Binghamton University ,"Men's Track, Outdoor ",0.9966,0.0034,male
6537,Thompson,Mike,2018-2019,Sep 1994 -  ,Binghamton University ,"Women's Track, Outdoor ",0.9966,0.0034,male
6538,Thompson,Mike,2018-2019,Sep 1994 -  ,Binghamton University ,"Men's Track, Indoor ",0.9966,0.0034,male
6539,Thompson,Mike,2018-2019,Sep 1994 -  ,Binghamton University ,"Women's Track, Indoor ",0.9966,0.0034,male
6540,Thompson,Soyini,2018-2019,Sep 2016 -  ,Charleston Southern University ,Women's Cross Country ,0,1,female
6541,Thompson,Soyini,2018-2019,Sep 2016 -  ,Charleston Southern University ,"Women's Track, Indoor ",0,1,female
6542,Thompson,Soyini,2018-2019,Sep 2016 -  ,Charleston Southern University ,"Women's Track, Outdoor ",0,1,female
6543,Thompson,Tina,2018-2019,Jun 2018 -  ,University of Virginia ,Women's Basketball ,0.003,0.997,female
6544,Thompson-Graves,Cami,2018-2019,Aug 2005 -  ,Dartmouth College ,Women's Skiing ,0,1,female
6545,Thomson,Scott,2018-2019,Aug 2003 -  ,Mount St. Mary's University ,Baseball ,0.9964,0.0036,male
6546,Thomson,Tyler,2018-2019,Aug 2012 - Sep 2018 ,William & Mary ,Women's Tennis ,0.9714,0.0286,male
6547,Thorne,Kenny,2018-2019,Nov 1997 -  ,Georgia Institute of Technology ,Men's Tennis ,0.9894,0.0106,male
6548,Thorne,Mark,2018-2019,Aug 2019 -  ,Jackson State University ,"Women's Track, Outdoor ",0.9967,0.0033,male
6549,Thorne,Mark,2018-2019,Aug 2010 -  ,Jackson State University ,"Men's Track, Outdoor ",0.9967,0.0033,male
6550,Thorne,Mark,2018-2019,Aug 2010 -  ,Jackson State University ,Men's Cross Country ,0.9967,0.0033,male
6551,Thorne,Mark,2018-2019,Aug 2019 -  ,Jackson State University ,Women's Cross Country ,0.9967,0.0033,male
6552,Thorne,Mark,2018-2019,Aug 2019 -  ,Jackson State University ,"Women's Track, Indoor ",0.9967,0.0033,male
6553,Thorne,Mark,2018-2019,Aug 2010 -  ,Jackson State University ,"Men's Track, Indoor ",0.9967,0.0033,male
6554,Thornqvist,Roland,2018-2019,Aug 2003 -  ,University of Florida ,Women's Tennis ,0.9964,0.0036,male
6555,Thornton,Scott,2018-2019,Aug 2013 - Nov 2018 ,Delaware State University ,Women's Golf ,0.9964,0.0036,male
6556,Thorpe,Erin,2018-2019,Aug 2014 -  ,"University of California, Davis ",Softball ,0.0267,0.9733,female
6557,Threehouse,Mike,2018-2019,Feb 1997 -  ,St. Bonaventure University ,Softball ,0.9966,0.0034,male
6558,Thunell,Meagan,2018-2019,Jun 2019 - Feb 2020 ,Weber State University ,Women's Soccer ,0.0017,0.9983,female
6559,Thurmond,Matt,2018-2019,Aug 2016 -  ,Arizona State University ,Men's Golf ,0.9997,0.0003,male
6560,Thurnhoffer,Bob,2018-2019,Sep 2016 -  ,Loyola University Chicago ,"Women's Track, Indoor ",0.9969,0.0031,male
6561,Thurnhoffer,Bob,2018-2019,Sep 2016 -  ,Loyola University Chicago ,Men's Cross Country ,0.9969,0.0031,male
6562,Thurnhoffer,Bob,2018-2019,Sep 2016 -  ,Loyola University Chicago ,"Men's Track, Indoor ",0.9969,0.0031,male
6563,Thurnhoffer,Bob,2018-2019,Sep 2016 -  ,Loyola University Chicago ,Women's Cross Country ,0.9969,0.0031,male
6564,Thurnhoffer,Bob,2018-2019,Sep 2016 -  ,Loyola University Chicago ,"Women's Track, Outdoor ",0.9969,0.0031,male
6565,Thurnhoffer,Bob,2018-2019,Sep 2016 -  ,Loyola University Chicago ,"Men's Track, Outdoor ",0.9969,0.0031,male
6566,Thurstin,Katie,2018-2019,Sep 2017 -  ,Stetson University ,Women's Rowing ,0.002,0.998,female
6567,Tiber,Missy,2018-2019,Jun 2013 -  ,University of North Alabama ,Women's Basketball ,0,1,female
6568,Tidwell,Larry,2018-2019,Jun 2013 - Nov 2020 ,The University of Texas Rio Grande Valley ,Women's Basketball ,0.9954,0.0046,male
6569,Tierney Walker,Dorsey,2018-2019,Aug 2016 - Aug 2019 ,University of New Mexico ,Women's Swimming and Diving ,0.8428,0.1572,male
6570,Tierney,Bill,2018-2019,Jul 2009 -  ,University of Denver ,Men's Lacrosse ,0.9971,0.0029,male
6571,Tierney,Brianne,2018-2019,Sep 2018 -  ,Kent State University ,Women's Lacrosse ,0.0015,0.9985,female
6572,Tierney,Seth,2018-2019,Sep 2006 -  ,Hofstra University ,Men's Lacrosse ,0.9966,0.0034,male
6573,Tiffany,Lars,2018-2019,Jul 2016 -  ,University of Virginia ,Men's Lacrosse ,1,0,male
6574,Tiffin,Jeremiah,2018-2019,Jun 2019 -  ,University of North Dakota ,Women's Volleyball ,0.9958,0.0042,male
6575,Tiffin,Rod,2018-2019,Jul 2008 -  ,Samford University ,"Women's Track, Indoor ",1,0,male
6576,Tiffin,Rod,2018-2019,Aug 2008 -  ,Samford University ,Women's Cross Country ,1,0,male
6577,Tiffin,Rod,2018-2019,Aug 2008 -  ,Samford University ,Men's Cross Country ,1,0,male
6578,Tiffin,Rod,2018-2019,Aug 2008 -  ,Samford University ,"Men's Track, Indoor ",1,0,male
6579,Tiffin,Rod,2018-2019,Jul 2008 -  ,Samford University ,"Women's Track, Outdoor ",1,0,male
6580,Tiffin,Rod,2018-2019,Aug 2008 -  ,Samford University ,"Men's Track, Outdoor ",1,0,male
6581,Tillett,Rebecca,2018-2019,May 2018 -  ,Longwood University ,Women's Basketball ,0.0027,0.9973,female
6582,Tillman,John,2018-2019,Jul 2010 -  ,"University of Maryland, College Park ",Men's Lacrosse ,0.9961,0.0039,male
6583,Timchal,Cindy,2018-2019,Sep 2006 -  ,U.S. Naval Academy ,Women's Lacrosse ,0.0028,0.9972,female
6584,Tinkle,Wayne,2018-2019,Jun 2014 -  ,Oregon State University ,Men's Basketball ,0.9959,0.0041,male
6585,Tisdale,Sara,2018-2019,Aug 2014 -  ,Central Michigan University ,Women's Lacrosse ,0.0029,0.9971,female
6586,Tjia,Mark,2018-2019,Apr 2014 -  ,University of Alabama at Birmingham ,Women's Tennis ,0.9967,0.0033,male
6587,Tobin,Simon,2018-2019,Feb 2014 -  ,San Jose State University ,Men's Soccer ,0.9966,0.0034,male
6588,Todd,Greg,2018-2019,May 2014 -  ,Morehead State University ,Women's Basketball ,0.998,0.002,male
6589,Todd,Rick,2018-2019,Dec 2015 -  ,"University of California, Riverside ",Men's Golf ,0.9982,0.0018,male
6590,Tollett,Dave,2018-2019,Aug 2002 -  ,Florida Gulf Coast University ,Baseball ,0.9985,0.0015,male
6591,Tolsma,Brant C.,2018-2019,Sep 1986 - Jul 2020 ,Liberty University ,Women's Cross Country ,NA,NA,male
6592,Tolsma,Brant C.,2018-2019,Sep 1986 - Jul 2020 ,Liberty University ,"Women's Track, Outdoor ",NA,NA,male
6593,Tolsma,Brant C.,2018-2019,Aug 1986 - Jul 2020 ,Liberty University ,"Women's Track, Indoor ",NA,NA,male
6594,Tolsma,Brant C.,2018-2019,Aug 1986 - Jul 2020 ,Liberty University ,"Men's Track, Outdoor ",NA,NA,male
6595,Tolsma,Brant C.,2018-2019,Aug 1986 - Jul 2020 ,Liberty University ,"Men's Track, Indoor ",NA,NA,male
6596,Tolsma,Brant C.,2018-2019,Aug 1986 - Jul 2020 ,Liberty University ,Men's Cross Country ,NA,NA,male
6597,Tolson,Chris,2018-2019,Nov 2018 -  ,Eastern Illinois University ,Men's Tennis ,0.8507,0.1493,male
6598,Tolson,Chris,2018-2019,Sep 2018 -  ,Eastern Illinois University ,Women's Tennis ,0.8507,0.1493,male
6599,Toman,Jim,2018-2019,Jul 2018 -  ,Middle Tennessee State University ,Baseball ,0.9966,0.0034,male
6600,Tomasevic,Sanja,2018-2019,Feb 2017 -  ,Arizona State University ,Women's Volleyball ,0,1,female
6601,Tomic,Danijela,2018-2019,Sep 2012 -  ,Bowling Green State University ,Women's Volleyball ,0,1,female
6602,Tomlinson,Ryan,2018-2019,Aug 2015 -  ,Western Michigan University ,Women's Tennis ,0.9768,0.0232,male
6603,Tonelli,Guillaume,2018-2019,Oct 2011 -  ,"University of Nevada, Reno ",Women's Tennis ,1,0,male
6604,Tonry,Barbara,2018-2019,Aug 1973 -  ,Yale University ,Women's Gymnastics ,0.0027,0.9973,female
6605,Toole,Andrew,2018-2019,Jun 2010 -  ,Robert Morris University ,Men's Basketball ,0.996,0.004,male
6606,Toomey,Charley,2018-2019,Aug 2005 -  ,Loyola University Maryland ,Men's Lacrosse ,0.6556,0.3444,male
6607,Torbett,Julie,2018-2019,Mar 2013 - Apr 2020 ,East Carolina University ,Women's Volleyball ,0.0027,0.9973,female
6608,Torina,Elizabeth,2018-2019,Jul 2011 -  ,Louisiana State University ,Softball ,0.0031,0.9969,female
6609,Torok,Carol,2018-2019,May 2016 -  ,Bradley University ,Women's Volleyball ,0.0072,0.9928,female
6610,Torpey,Jon,2018-2019,Jul 2011 -  ,High Point University ,Men's Lacrosse ,0.9921,0.0079,male
6611,Torres,Johnny,2018-2019,Dec 2018 -  ,Creighton University ,Men's Soccer ,0.9894,0.0106,male
6612,Toth,Eric,2018-2019,Feb 2015 -  ,University of Cincinnati ,Women's Tennis ,0.9947,0.0053,male
6613,Totten,Roger,2018-2019,Feb 2017 -  ,"University of Arkansas, Pine Bluff ",Men's Golf ,0.9962,0.0038,male
6614,Towne,Greg,2018-2019,Sep 2010 -  ,Indiana State University ,Women's Golf ,0.998,0.002,male
6615,Townes,Matt,2018-2019,Feb 2015 -  ,Morgan State University ,Women's Tennis ,0.9997,0.0003,male
6616,Townes,Matt,2018-2019,Feb 2015 -  ,Morgan State University ,Men's Tennis ,0.9997,0.0003,male
6617,Trachsel,Jamie,2018-2019,Aug 2017 - Jun 2020 ,"University of Minnesota, Twin Cities ",Softball ,0.2295,0.7705,female
6618,Tracz,Chris,2018-2019,Aug 2009 -  ,Marist College ,Baseball ,0.8507,0.1493,male
6619,Trainor,David,2018-2019,Jul 2011 -  ,University of Akron ,Men's Golf ,0.9963,0.0037,male
6620,Trakh,Mark,2018-2019,May 2017 -  ,University of Southern California ,Women's Basketball ,0.9967,0.0033,male
6621,Tramel,Bill,2018-2019,Jul 2012 - Nov 2018 ,Marshall University ,Women's Swimming and Diving ,0.9971,0.0029,male
6622,Tran,Mai-Ly,2018-2019,Aug 2016 -  ,Drake University ,Women's Tennis ,NA,NA,female
6623,Trapasso,Mike,2018-2019,Aug 2003 -  ,"University of Hawaii, Manoa ",Baseball ,0.9966,0.0034,male
6624,Traquair,Ciaran,2018-2019,Sep 2016 -  ,The Citadel ,Women's Soccer ,0.9742,0.0258,male
6625,Trask,John,2018-2019,Feb 2010 -  ,University of Wisconsin-Madison ,Men's Soccer ,0.9961,0.0039,male
6626,Trautman,Jordan,2018-2019,Aug 2017 -  ,Monmouth University ,Women's Lacrosse ,0.7186,0.2814,male
6627,Treacy,Ray,2018-2019,Feb 2015 -  ,Providence College ,"Women's Track, Outdoor ",0.984,0.016,male
6628,Treacy,Ray,2018-2019,Aug 2003 -  ,Providence College ,Men's Cross Country ,0.984,0.016,male
6629,Treacy,Ray,2018-2019,Aug 2003 -  ,Providence College ,"Men's Track, Indoor ",0.984,0.016,male
6630,Treacy,Ray,2018-2019,Aug 2003 -  ,Providence College ,Women's Cross Country ,0.984,0.016,male
6631,Treacy,Ray,2018-2019,Feb 2015 -  ,Providence College ,"Women's Track, Indoor ",0.984,0.016,male
6632,Treacy,Ray,2018-2019,Aug 2003 -  ,Providence College ,"Men's Track, Outdoor ",0.984,0.016,male
6633,Trevino,Pedro,2018-2019,Feb 2019 -  ,New Jersey Institute of Technology ,Women's Volleyball ,0.9936,0.0064,male
6634,Trew,Sarah,2018-2019,Aug 2011 -  ,Florida Gulf Coast University ,Women's Golf ,0.0029,0.9971,female
6635,Tribble,Adam,2018-2019,Sep 2018 -  ,California Baptist University ,"Women's Track, Indoor ",0.9959,0.0041,male
6636,Tribble,Adam,2018-2019,Sep 2018 -  ,California Baptist University ,Women's Cross Country ,0.9959,0.0041,male
6637,Tribble,Adam,2018-2019,Sep 2018 -  ,California Baptist University ,Men's Cross Country ,0.9959,0.0041,male
6638,Tribble,Adam,2018-2019,Sep 2018 -  ,California Baptist University ,"Men's Track, Indoor ",0.9959,0.0041,male
6639,Tribble,Adam,2018-2019,Feb 2019 -  ,California Baptist University ,"Women's Track, Outdoor ",0.9959,0.0041,male
6640,Tribble,Adam,2018-2019,Feb 2019 -  ,California Baptist University ,"Men's Track, Outdoor ",0.9959,0.0041,male
6641,Trimble,Courtney,2018-2019,Jul 2012 - Aug 2019 ,University of Louisville ,Women's Golf ,0.0723,0.9277,female
6642,Trimper,Steve,2018-2019,Jan 2017 -  ,Stetson University ,Baseball ,0.9961,0.0039,male
6643,Trisciani,Tony,2018-2019,Feb 2019 -  ,Elon University ,Football ,0.9884,0.0116,male
6644,Trivette,Jeff,2018-2019,Jan 2015 -  ,The University of North Carolina at Greensboro ,Men's Tennis ,0.9977,0.0023,male
6645,Trout,Steven,2018-2019,Aug 2019 -  ,Texas State University ,Baseball ,0.9963,0.0037,male
6646,Trowbridge,Sarah,2018-2019,Sep 2017 -  ,University of San Diego ,Women's Rowing ,0.0029,0.9971,female
6647,Troyan,Fran,2018-2019,Aug 1995 -  ,Lehigh University ,Softball ,0.0646,0.9354,female
6648,Troyan,Sue,2018-2019,May 1995 -  ,Lehigh University ,Women's Basketball ,0.0037,0.9963,female
6649,Trujillo,Jill,2018-2019,Aug 2007 -  ,University of New Mexico ,Women's Golf ,0.0023,0.9977,female
6650,Tsipis,Jonathan,2018-2019,Apr 2016 -  ,University of Wisconsin-Madison ,Women's Basketball ,0.9954,0.0046,male
6651,Tucker,Janine,2018-2019,Aug 2003 -  ,Johns Hopkins University ,Women's Lacrosse ,0.0003,0.9997,female
6652,Tucker,Mark,2018-2019,Dec 2016 - Feb 2019 ,Charleston Southern University ,Football ,0.9967,0.0033,male
6653,Tucker,Mel,2018-2019,Feb 2019 - Mar 2020 ,"University of Colorado, Boulder ",Football ,0.9011,0.0989,male
6654,Tucker,Ty,2018-2019,Mar 2000 -  ,The Ohio State University ,Men's Tennis ,0.9829,0.0171,male
